//Nothing
0x7FFE, Empty
0x005A, Lemon Tree (Growing 3)
0x005B, Lemon Tree (Growing 4)
0x005C, Lemon Tree
0x005D, Lychee Tree (Growing 1)
0x005E, Lychee Tree (Growing 2)
0x005F, Lychee Tree (Growing 3)
0x0060, Lychee Tree (Growing 4)
0x0061, Lychee Tree
0x0062, Mango Tree (Growing 1)
0x0063, Mango Tree (Growing 2)
0x0064, Mango Tree (Growing 3)
0x0065, Mango Tree (Growing 4)
0x0066, Mango Tree
0x0067, Persimmons Tree (Growing 1)
0x0068, Persimmons Tree (Growing 2)
0x0069, Persimmons Tree (Growing 3)
0x006A, Persimmons Tree (Growing 4)
0x006B, Persimmons Tree
0x006C, Money Tree (Growing 1)
0x006D, Money Tree (Growing 2)
0x006E, Money Tree (Growing 3)
0x006F, Money Tree (Growing 4)
0x0070, Money Tree
0x0071, Tree (Item)
0x0072, Tree (Bees)
0x0073, Tree (Money 1)
0x0074, Tree (Money 2)
0x0075, Tree (Egg)
0x0076, Cedar (Item)
0x0077, Cedar (Bees)
0x0078, Cedar (Money 1)
0x0079, Cedar (Money 2)
0x007A, Cedar (Festive Lights)
//Bushes
0x0080, Holly Bush (Growing 1)
0x0081, Holly Bush (Growing 2)
0x0082, Holly Bush
0x0083, Pink Azalea Bush (Growing 1)
0x0084, Pink Azalea Bush (Growing 2)
0x0085, Pink Azalea Bush
0x0086, White Azalea Bush (Growing 1)
0x0087, White Azalea Bush (Growing 2)
0x0088, White Azalea Bush
0x0089, Blue Hydrangea Bush (Growing 1)
0x008A, Blue Hydrangea Bush (Growing 2)
0x008B, Blue Hydrangea Bush
0x008C, Pink Hydrangea Bush (Growing 1)
0x008D, Pink Hydrangea Bush (Growing 2)
0x008E, Pink Hydrangea Bush
0x008F, Red Hibiscus Bush (Growing 1)
0x0090, Red Hibiscus Bush (Growing 2)
0x0091, Red Hibiscus Bush
0x0092, Yellow Hibiscus Bush (Growing 1)
0x0093, Yellow Hibiscus Bush (Growing 2)
0x0094, Yellow Hibiscus Bush
0x0095, Sweet Olive Bush (Growing 1)
0x0096, Sweet Olive Bush (Growing 2)
0x0097, Sweet Olive Bush
//Weeds
0x007C, Weed
0x007D, Weed (2)
0x007E, Weed (3)
0x007F, Weed (4)
//Weeds (2)
0x00F8, Rafflesia (Wilted)
//Rocks
0x0098, Rock
0x0099, Rock (2)
0x009A, Rock (3)
0x009B, Rock (4)
0x009C, Rock (5)
//Uncategorized
0x009E, Hole
//Fruit
0x2001, Apple
0x2002, Orange
0x2003, Pear
0x2004, Peach
0x2005, Cherry
0x2006, Coconut
0x2007, Durian
0x2008, Lemon
0x2009, Lychee
0x200A, Mango
0x200B, Persimmon
0x200C, Banana
0x200D, Bamboo Shoot
0x200E, Perfect Apple
0x200F, Perfect Orange
0x2010, Perfect Pear
0x2011, Perfect Peach
0x2012, Perfect Cherry
0x2013, Rotten Apple
0x2014, Rotten Orange
0x2015, Rotten Pear
0x2016, Rotten Peach
0x2017, Rotten Cherry
//Fruits
0x2018, Apples
0x2019, Oranges
0x201A, Pears
0x201B, Peaches
0x201C, Cherries
0x201D, Coconuts
0x201E, Durians
0x201F, Lemons
0x2020, Lychees
0x2021, Mangoes
0x2022, Persimmons
0x2023, Bananas
0x2024, Bamboo Shoots
0x2025, Perfect Apples
0x2026, Perfect Oranges
0x2027, Perfect Pears
0x2028, Perfect Peaches
0x2029, Perfect Cherries
//Garden
0x202A, Fossil
0x202B, Fertilizer
0x202C, Sapling
0x202D, Cedar Sapling
0x202E, Holly Shoot
0x202F, Pink Azalea Shoot
0x2030, White Azalea Shoot
0x2031, Blue Hydrangea Shoot
0x2032, Pink Hydrangea Shoot
0x2033, Red Hibiscus Shoot
0x2034, Y. Hibiscus Shoot
0x2035, Sweet Olive Shoot
0x2036, Present
0x2037, Red-Tulip Bag
0x2038, White-Tulip Bag
0x2039, Yellow-Tulip Bag
0x203A, Pink-Tulip Bag
0x203B, Purple-Tulip Bag
0x203C, Black-Tulip Bag
0x203D, Orange-Tulip Bag
0x203E, White-Pansy Bag
0x203F, Yellow-Pansy Bag
0x2040, Red-Pansy Bag
0x2041, Purple-Pansy Bag
0x2042, Orange-Pansy Bag
0x2043, Blue-Pansy Bag
0x2044, White-Cosmos Bag
0x2045, Red-Cosmos Bag
0x2046, Sun-Cosmos Bag
0x2047, Pink-Cosmos Bag
0x2048, Orange-Cosmos Bag
0x2049, Black-Cosmos Bag
0x204A, Red-Rose Bag
0x204B, White-Rose Bag
0x204C, Yellow-Rose Bag
0x204D, Pink-Rose Bag
0x204E, Orange-Rose Bag
0x204F, Purple-Rose Bag
0x2050, Black-Rose Bag
0x2051, Blue-Rose Bag
0x2052, Gold-Rose Bag
0x2053, Red-Carnation Bag
0x2054, Pink-Carnation Bag
0x2055, White-Carnation Bag
0x2056, White-Lily Bag
0x2057, Yellow-Lily Bag
0x2058, Red-Lily Bag
0x2059, Orange-Lily Bag
0x205A, Pink-Lily Bag
0x205B, Black-Lily Bag
0x205C, Purple-Violet Bag
0x205D, Blue-Violet Bag
0x205E, White-Violet Bag
0x205F, Yellow-Violet Bag
//Items
0x2089, Wrapping Paper
0x208A, Medicine
0x208B, Chocolate Heart
0x208C, Pearl-Oyster Shell
0x208D, Conch Shell
0x208E, Giant-Clam Shell
0x208F, Coral
0x2090, Venus-Comb Shell
0x2091, Scallop Shell
0x2092, Sea-Snail Shell
0x2093, Cowrie Shell
0x2094, Sand Dollar
0x2095, Oyster Shell
0x2096, Candy
0x2097, Lollipop
0x2098, Elegant Mushroom
0x2099, Round Mushroom
0x209A, Skinny Mushroom
0x209B, Flat Mushroom
0x209C, Rare Mushroom
0x209D, Famous Mushroom
0x209E, Beehive
0x209F, Pitfall Seed
0x20A0, Tricky Pitfall Seed
0x20A1, Gold Nugget
0x20A2, Silver Nugget
0x20A3, Ruby
0x20A4, Sapphire
0x20A5, Emerald
0x20A6, Amethyst
0x20A7, Butter
0x20A8, Milk
0x20A9, Vinegar
0x20AA, Flour
0x20AB, Sugar
0x20AC, 100 Bells
0x20AD, 200 Bells
0x20AE, 300 Bells
0x20AF, 400 Bells
0x20B0, 500 Bells
0x20B1, 600 Bells
0x20B2, 700 Bells
0x20B3, 800 Bells
0x20B4, 900 Bells
0x20B5, 1,000 Bells
0x20B6, 2,000 Bells
0x20B7, 3,000 Bells
0x20B8, 4,000 Bells
0x20B9, 5,000 Bells
0x20BA, 6,000 Bells
0x20BB, 7,000 Bells
0x20BC, 8,000 Bells
0x20BD, 9,000 Bells
0x20BE, 10,000 Bells
0x20BF, 11,000 Bells
0x20C0, 12,000 Bells
0x20C1, 13,000 Bells
0x20C2, 14,000 Bells
0x20C3, 15,000 Bells
0x20C4, 16,000 Bells
0x20C5, 17,000 Bells
0x20C6, 18,000 Bells
0x20C7, 19,000 Bells
0x20C8, 20,000 Bells
0x20C9, 21,000 Bells
0x20CA, 22,000 Bells
0x20CB, 23,000 Bells
0x20CC, 24,000 Bells
0x20CD, 25,000 Bells
0x20CE, 26,000 Bells
0x20CF, 27,000 Bells
0x20D0, 28,000 Bells
0x20D1, 29,000 Bells
0x20D2, 30,000 Bells
0x20D3, 31,000 Bells
0x20D4, 32,000 Bells
0x20D5, 33,000 Bells
0x20D6, 34,000 Bells
0x20D7, 35,000 Bells
0x20D8, 36,000 Bells
0x20D9, 37,000 Bells
0x20DA, 38,000 Bells
0x20DB, 39,000 Bells
0x20DC, 40,000 Bells
0x20DD, 41,000 Bells
0x20DE, 42,000 Bells
0x20DF, 43,000 Bells
0x20E0, 44,000 Bells
0x20E1, 45,000 Bells
0x20E2, 46,000 Bells
0x20E3, 47,000 Bells
0x20E4, 48,000 Bells
0x20E5, 49,000 Bells
0x20E6, 50,000 Bells
0x20E7, 51,000 Bells
0x20E8, 52,000 Bells
0x20E9, 53,000 Bells
0x20EA, 54,000 Bells
0x20EB, 55,000 Bells
0x20EC, 56,000 Bells
0x20ED, 57,000 Bells
0x20EE, 58,000 Bells
0x20EF, 59,000 Bells
0x20F0, 60,000 Bells
0x20F1, 61,000 Bells
0x20F2, 62,000 Bells
0x20F3, 63,000 Bells
0x20F4, 64,000 Bells
0x20F5, 65,000 Bells
0x20F6, 66,000 Bells
0x20F7, 67,000 Bells
0x20F8, 68,000 Bells
0x20F9, 69,000 Bells
0x20FA, 70,000 Bells
0x20FB, 71,000 Bells
0x20FC, 72,000 Bells
0x20FD, 73,000 Bells
0x20FE, 74,000 Bells
0x20FF, 75,000 Bells
0x2100, 76,000 Bells
0x2101, 77,000 Bells
0x2102, 78,000 Bells
0x2103, 79,000 Bells
0x2104, 80,000 Bells
0x2105, 81,000 Bells
0x2106, 82,000 Bells
0x2107, 83,000 Bells
0x2108, 84,000 Bells
0x2109, 85,000 Bells
0x210A, 86,000 Bells
0x210B, 87,000 Bells
0x210C, 88,000 Bells
0x210D, 89,000 Bells
0x210E, 90,000 Bells
0x210F, 91,000 Bells
0x2110, 92,000 Bells
0x2111, 93,000 Bells
0x2112, 94,000 Bells
0x2113, 95,000 Bells
0x2114, 96,000 Bells
0x2115, 97,000 Bells
0x2116, 98,000 Bells
0x2117, 99,000 Bells
0x2118, Earth Egg
0x2119, Tree Egg
0x211A, Stone Egg
0x211B, Sky Egg
0x211C, Winning Ticket
0x211D, Grand-Prize Ticket
//Mushroomized furniture
0x211E, Forest Wall (Mushroomized)
0x211F, Forest Floor (Mushroomized)
0x2120, Mush Bed (Mushroomized)
0x2121, Mush Dresser (Mushroomized)
0x2122, Mush Closet (Mushroomized)
0x2123, Mush Chair (Mushroomized)
0x2124, Mush Stool (Mushroomized)
0x2125, Mush Table (Mushroomized)
0x2126, Mush End Table (Mushroomized)
0x2127, Mush Lamp (Mushroomized)
0x2128, Mush Wall Lamp (Mushroomized)
0x2129, Mush TV (Mushroomized)
0x212A, Mush Hanger (Mushroomized)
//Songs
0x212B, K.K. Chorale
0x212C, K.K. March
0x212D, K.K. Waltz
0x212E, K.K. Swing
0x212F, K.K. Jazz
0x2130, K.K. Fusion
0x2131, K.K. Étude
0x2132, K.K. Lullaby
0x2133, K.K. Aria
0x2134, K.K. Samba
0x2135, K.K. Bossa
0x2136, K.K. Calypso
0x2137, K.K. Salsa
0x2138, K.K. Mambo
0x2139, K.K. Reggae
0x213A, K.K. Ska
0x213B, K.K. Tango
0x213C, K.K. Faire
0x213D, Aloha K.K.
0x213E, Lucky K.K.
0x213F, K.K. Condor
0x2140, K.K. Steppe
0x2141, Imperial K.K.
0x2142, K.K. Casbah
0x2143, K.K. Safari
0x2144, K.K. Folk
0x2145, K.K. Rock
0x2146, Rockin' K.K.
0x2147, K.K. Ragtime
0x2148, K.K. Gumbo
0x2149, The K. Funk
0x214A, K.K. Blues
0x214B, Soulful K.K.
0x214C, K.K. Soul
0x214D, K.K. Cruisin'
0x214E, K.K. Love Song
0x214F, K.K. D&B
0x2150, K.K. Technopop
0x2151, DJ K.K.
0x2152, Only Me
0x2153, K.K. Country
0x2154, Surfin' K.K.
0x2155, K.K. Ballad
0x2156, Comrade K.K.
0x2157, K.K. Lament
0x2158, Go K.K. Rider
0x2159, K.K. Dirge
0x215A, K.K. Western
0x215B, Mr. K.K.
0x215C, Café K.K.
0x215D, K.K. Parade
0x215E, Señor K.K.
0x215F, K.K. Song
0x2160, I Love You
0x2161, Two Days Ago
0x2162, My Place
0x2163, Forest Life
0x2164, To The Edge
0x2165, Pondering
0x2166, K.K. Dixie
0x2167, K.K. Marathon
0x2168, King K.K.
0x2169, Mountain Song
0x216A, Marine Song 2001
0x216B, Neapolitan
0x216C, Steep Hill
0x216D, K.K. Rockabilly
0x216E, Agent K.K.
0x216F, K.K. Rally
0x2170, K.K. Metal
0x2171, Stale Cupcakes
0x2172, Spring Blossoms
0x2173, Wandering
0x2174, K.K. House
0x2175, K.K. Sonata
0x2176, Hypno K.K.
0x2177, K.K. Stroll
0x2178, K.K. Island
0x2179, Space K.K.
0x217A, K.K. Adventure
0x217B, K.K. Oasis
0x217C, K.K. Bazaar
0x217D, K.K. Milonga
0x217E, K.K. Groove
0x217F, K.K. Jongara
0x2180, K.K. Flamenco
0x2181, K.K. Moody
0x2182, Bubblegum K.K.
0x2183, K.K. Synth
0x2184, K.K. Disco
0x2185, K.K. Birthday
//Songs (2)
//Songs (seashell player)
//Paper
0x223F, Butterfly Paper
0x2240, Airmail Paper
0x2241, New Year's Cards
0x2242, Lacy Paper
0x2243, Cloudy Paper
0x2244, Petal Paper
0x2245, Snowy Paper
0x2246, Maple-Leaf Paper
0x2247, Lined Paper
0x2248, Notebook Paper
0x2249, Flowery Paper
0x224A, Polka-Dot Paper
0x224B, Weathered Paper
0x224C, Ribbon Paper
0x224D, Sparkly Paper
0x224E, Vine Paper
0x224F, Formal Paper
0x2250, Snowman Paper
0x2251, Card Paper
0x2252, Leopard Paper
0x2253, Cow Paper
0x2254, Camouflage Paper
0x2255, Hamburger Paper
0x2256, Piano Paper
0x2257, Nook Paper
0x2258, Birthday Card
0x2259, Four-Leaf Paper
0x225A, Academy Paper
0x225B, Lovely Paper
0x225C, Rainbow Paper
0x225D, Hieroglyph Paper
0x225E, Lotus Paper
0x225F, Tile Paper
0x2260, Mosaic Paper
0x2261, Elegant Paper
0x2262, Town-View Paper
0x2263, Imperial Paper
0x2264, Ocean Paper
0x2265, Industrial Paper
0x2266, Fireworks Paper
0x2267, Floral Paper
0x2268, Mushroom Paper
0x2269, Star Paper
0x226A, Composer Paper
0x226B, Bathtub Paper
0x226C, SMB3 Paper
0x226D, Cool Paper
0x226E, Forest Paper
0x226F, Bubble Paper
0x2270, Buttercup Paper
0x2271, Tartan Paper
0x2272, Plaid Paper
0x2273, Lemon-Lime Paper
0x2274, Crater Paper
0x2275, Bejeweled Paper
0x2276, Geometric Paper
0x2277, Southwest Paper
0x2278, Night-Sky Paper
0x2279, Chic Paper
0x227A, Goldfish Paper
0x227B, Halloween Paper
0x227C, Gallery Paper
0x227D, Museum Paper
0x227E, Post-office Paper
0x227F, Campground Paper
0x2280, Nook's Homes Paper
0x2281, Nintendo Paper
0x2282, Melody Paper
//Turnips
0x2283, 10 Turnips
0x2284, 20 Turnips
0x2285, 30 Turnips
0x2286, 40 Turnips
0x2287, 50 Turnips
0x2288, 60 Turnips
0x2289, 70 Turnips
0x228A, 80 Turnips
0x228B, 90 Turnips
0x228C, 100 Turnips
0x228D, Spoiled Turnips
//Bugs
0x228E, Common Butterfly
0x228F, Yellow Butterfly
0x2290, Tiger Butterfly
0x2291, Peacock Butterfly
0x2292, Monarch Butterfly
0x2293, Emperor Butterfly
0x2294, Agrias Butterfly
0x2295, Raja B. Butterfly
0x2296, Birdwing Butterfly
0x2297, Moth
0x2298, Oak Silk Moth
0x2299, Honeybee
0x229A, Bee
0x229B, Long Locust
0x229C, Migratory Locust
0x229D, Rice Grasshopper
0x229E, Mantis
0x229F, Orchid Mantis
0x22A0, Brown Cicada
0x22A1, Robust Cicada
0x22A2, Giant Cicada
0x22A3, Walker Cicada
0x22A4, Evening Cicada
0x22A5, Cicada Shell
0x22A6, Lantern Fly
0x22A7, Red Dragonfly
0x22A8, Darner Dragonfly
0x22A9, Banded Dragonfly
0x22AA, Petaltail Dragonfly
0x22AB, Ant
0x22AC, Pondskater
0x22AD, Diving Beetle
0x22AE, Stinkbug
0x22AF, Snail
0x22B0, Cricket
0x22B1, Bell Cricket
0x22B2, Grasshopper
0x22B3, Mole Cricket
0x22B4, Walking Leaf
0x22B5, Walking Stick
0x22B6, Bagworm
0x22B7, Ladybug
0x22B8, Violin Beetle
0x22B9, Longhorn Beetle
0x22BA, Tiger Beetle
0x22BB, Dung Beetle
0x22BC, Wharf Roach
0x22BD, Hermit Crab
0x22BE, Firefly
0x22BF, Fruit Beetle
0x22C0, Scarab Beetle
0x22C1, Jewel Beetle
0x22C2, Miyama Stag
0x22C3, Saw Stag
0x22C4, Giant Stag
0x22C5, Rainbow Stag
0x22C6, Cyclommatus Stag
0x22C7, Golden Stag
0x22C8, Horned Dynastid
0x22C9, Horned Atlas
0x22CA, Horned Elephant
0x22CB, Horned Hercules
0x22CC, Goliath Beetle
0x22CD, Flea
0x22CE, Pill Bug
0x22CF, Mosquito
0x22D0, Fly
0x22D1, House Centipede
0x22D2, Centipede
0x22D3, Spider
0x22D4, Tarantula
0x22D5, Scorpion
0x22D6, Snowflake
0x22D7, Red Feather
0x22D8, Blue Feather
0x22D9, Green Feather
0x22DA, Yellow Feather
0x22DB, Purple Feather
0x22DC, White Feather
0x22DD, Pink Feather
0x22DE, Rainbow Feather
0x22DF, Good-Luck Charm
//Fish
0x22E1, Bitterling
0x22E2, Pale Chub
0x22E3, Crucian Carp
0x22E4, Dace
0x22E5, Barbel Steed
0x22E6, Carp
0x22E7, Koi
0x22E8, Goldfish
0x22E9, Pop-Eyed Goldfish
0x22EA, Killifish
0x22EB, Crawfish
0x22EC, Soft-Shelled Turtle
0x22ED, Tadpole
0x22EE, Frog
0x22EF, Freshwater Goby
0x22F0, Loach
0x22F1, Catfish
0x22F2, Eel
0x22F3, Giant Snakehead
0x22F4, Bluegill
0x22F5, Yellow Perch
0x22F6, Black Bass
0x22F7, Pike
0x22F8, Pond Smelt
0x22F9, Sweetfish
0x22FA, Cherry Salmon
0x22FB, Char
0x22FC, Rainbow Trout
0x22FD, Stringfish
0x22FE, Salmon
0x22FF, King Salmon
0x2300, Mitten Crab
0x2301, Guppy
0x2302, Nibble Fish
0x2303, Angelfish
0x2304, Neon Tetra
0x2305, Piranha
0x2306, Arowana
0x2307, Dorado
0x2308, Gar
0x2309, Arapaima
0x230A, Saddled Bichir
0x230B, Sea Butterfly
0x230C, Sea Horse
0x230D, Clown Fish
0x230E, Surgeonfish
0x230F, Butterfly Fish
0x2310, Napoleonfish
0x2311, Zebra Turkeyfish
0x2312, Blowfish
0x2313, Puffer Fish
0x2314, Horse Mackerel
0x2315, Barred Knifejaw
0x2316, Sea Bass
0x2317, Red Snapper
0x2318, Dab
0x2319, Olive Flounder
0x231A, Squid
0x231B, Moray Eel
0x231C, Ribbon Eel
0x231D, Football Fish
0x231E, Tuna
0x231F, Blue Marlin
0x2320, Giant Trevally
0x2321, Ray
0x2322, Ocean Sunfish
0x2323, Hammerhead Shark
0x2324, Shark
0x2325, Saw Shark
0x2326, Whale Shark
0x2327, Oarfish
0x2328, Coelacanth
0x2329, Empty Can
0x232A, Boot
0x232B, Old Tire
0x232C, Water Egg
//Marine creatures
0x232D, Seaweed
0x232E, Sea Grapes
0x232F, Sea Urchin
0x2330, Acorn Barnacle
0x2331, Oyster
0x2332, Turban Shell
0x2333, Abalone
0x2334, Ear Shell
0x2335, Clam
0x2336, Pearl Oyster
0x2337, Scallop
0x2338, Sea Anemone
0x2339, Sea Star
0x233A, Sea Cucumber
0x233B, Sea Slug
0x233C, Flatworm
0x233D, Mantis Shrimp
0x233E, Sweet Shrimp
0x233F, Tiger Prawn
0x2340, Spiny Lobster
0x2341, Lobster
0x2342, Snow Crab
0x2343, Horsehair Crab
0x2344, Red King Crab
0x2345, Spider Crab
0x2346, Octopus
0x2347, Spotted Garden Eel
0x2348, Chambered Nautilus
0x2349, Horseshoe Crab
0x234A, Giant Isopod
0x234B, Deep-Sea Egg
//Wallpaper
0x234C, Exotic Wall
0x234D, Lovely Wall
0x234E, Classic Wall
0x234F, Ranch Wall
0x2350, Cabana Wall
0x2351, Blue Wall
0x2352, Modern Wall
0x2353, Regal Wall
0x2354, Green Wall
0x2355, Cabin Wall
0x2356, Kiddie Wall
0x2357, Robo-Wall
0x2358, Snowman Wall
0x2359, Forest Wall
0x235A, Pavé Wall
0x235B, Egg Wall
0x235C, Spooky Wall
0x235D, Harvest Wall
0x235E, Jingle Wall
0x235F, Princess Wall
0x2360, Gracie Wallpaper
0x2361, Sweets Wall
0x2362, Gorgeous Wall
0x2363, Western Vista
0x2364, Lunar Horizon
0x2365, Blue Tarp
0x2366, Ringside Seating
0x2367, Backyard Fence
0x2368, Playroom Wall
0x2369, Sea View
0x236A, Lab Wall
0x236B, Classroom Wall
0x236C, Bathhouse Wall
0x236D, Pastel-Dot Wall
0x236E, Parlor Wall
0x236F, Mod Wall
0x2370, Kitschy Wall
0x2371, Groovy Wall
0x2372, Backgammon Wall
0x2373, Mosaic Wall
0x2374, Blue-Trim Wall
0x2375, Plaster Wall
0x2376, Chic Wall
0x2377, Ornate Wall
0x2378, Citrus Wall
0x2379, Rose Wall
0x237A, Old Brick Wall
0x237B, Shoji Screen
0x237C, Gold Screen Wall
0x237D, Tearoom Wall
0x237E, Modern Screen
0x237F, Garden Wall
0x2380, Mortar Wall
0x2381, Stone Wall
0x2382, Concrete Wall
0x2383, Basement Wall
0x2384, Shanty Wall
0x2385, Wood Paneling
0x2386, Floral Wall
0x2387, Kitchen Wall
0x2388, Music-Room Wall
0x2389, Manor Wall
0x238A, office Wall
0x238B, Plaza Wall
0x238C, Lattice Wall
0x238D, Stately Wall
0x238E, Imperial Wall
0x238F, Arched Window
0x2390, Bamboo Wall
0x2391, Ivy Wall
0x2392, Ancient Wall
0x2393, Exquisite Wall
0x2394, Tent Wall
0x2395, Industrial Wall
0x2396, Library Wall
0x2397, Illusion Wall
0x2398, Meadow Vista
0x2399, Tropical Vista
0x239A, Desert Vista
0x239B, Chain-Link Fence
0x239C, Tree-Lined Wall
0x239D, Sky Wall
0x239E, Cityscape Wall
0x239F, Dirt-Clod Wall
0x23A0, Common Wall
0x23A1, Old Wallpaper
0x23A2, Mushroom Mural
0x23A3, Creepy Wall
0x23A4, Dotted Wall
0x23A5, Ramshackle Wall
0x23A6, Sporty Wall
0x23A7, Golden Wall
0x23A8, Jungle Wall
0x23A9, Underwater Wall
0x23AA, Dig-Site Wall
0x23AB, Paintball Wall
0x23AC, Marine Pop Wall
0x23AD, Ice Wall
0x23AE, Sloppy Wall
0x23AF, Sci-Fi Wall
0x23B0, Rococo Wall
0x23B1, Butterfly Wall
0x23B2, Modern Wood Wall
0x23B3, Mermaid Wall
0x23B4, Sleek Wall
0x23B5, Card Wall
0x23B6, Stripe Wall
0x23B7, Alpine Wall
0x23B8, Neutral Wall
0x23B9, Ski-Slope Wall
0x23BA, Balloon Wall
0x23BB, Astro Wall
0x23BC, Flower Pop Wall
0x23BD, Cheese Wall
0x23BE, Red Tile Wall
0x23BF, Maze Wall
0x23C0, Autumn Wall
0x23C1, Palace Wall
0x23C2, Party Wall
0x23C3, Paw-Print Wall
0x23C4, Summit Wall
0x23C5, Skyscraper Wall
0x23C6, Exhibit-Room Wall
0x23C7, Museum Wall
0x23C8, Notebook Wall
0x23C9, Recycle-Shop Wall
0x23CA, Convenient Wall
0x23CB, Supermarket Wall
0x23CC, Home-Center Wall
0x23CD, Department Wall
0x23CE, Gracie Wall
0x23CF, Gracie Wall (2)
0x23D0, Gracie Wall (3)
0x23D1, Basic Wall
0x23D2, Hallway Wall
0x23D3, White Tile Wall
0x23D4, Stadium Wall
0x23D5, Train-Window Wall
0x23D6, Waiting-Room Wall
0x23D7, Steel-Frame Wall
0x23D8, Café-Curtain Wall
0x23D9, White Brick Wall
0x23DA, Bamboo-Grove Wall
0x23DB, Rice-Paddy Wall
0x23DC, Magma-Cavern Wall
0x23DD, Ocean-Horizon Wall
0x23DE, Hello Kitty Wall
