// Nothing
0x7FFE, Empty
0x0091, Red Hibiscus Bush
0x0092, Yellow Hibiscus Bush (growing 1)
0x0093, Yellow Hibiscus Bush (growing 2)
0x0094, Yellow Hibiscus Bush
0x0095, Sweet Olive Bush (growing 1)
0x0096, Sweet Olive Bush (growing 2)
0x0097, Sweet Olive Bush
0x2001, Apple
0x2002, Orange
0x2003, Pear
0x2004, Peach
0x2005, Cherry
0x2006, Coconut
0x2007, Durian
0x2008, Lemon
0x2009, Lychee
0x200A, Mango
0x200B, Persimmon
0x200C, Banana
0x200D, Bamboo Shoot
0x200E, Perfect Apple
0x200F, Perfect Orange
0x2010, Perfect Pear
0x2011, Perfect Peach
0x2012, Perfect Cherry
0x2013, Rotten Apple
0x2014, Rotten Orange
0x2015, Rotten Pear
0x2016, Rotten Peach
0x2017, Rotten Cherry
0x2018, Apple Basket
0x2019, Orange Basket
0x201A, Pear Basket
0x201B, Peach Basket
0x201C, Cherry Basket
0x201D, Coconut Basket
0x201E, Durian Basket
0x201F, Lemon Basket
0x2020, Lychee Basket
0x2021, Mango Basket
0x2022, Persimmon Basket
0x2023, Banana Basket
0x2024, Bamboo Basket
0x2025, Perfect Apple Basket
0x2026, Perfect Orange Basket
0x2027, Perfect Pear Basket
0x2028, Perfect Peach Basket
0x2029, Perfect Cherry Basket
// Bells, Turnips, Fortunes	
0x20A7, 100 Bells
0x20A8, 200 Bells
0x20A9, 300 Bells
0x20AA, 400 Bells
0x20AB, 500 Bells
0x20AC, 600 Bells
0x20AD, 700 Bells
0x20AE, 800 Bells
0x20AF, 900 Bells
0x20B0, 1,000 Bells
0x20B1, 2,000 Bells
0x20B2, 3,000 Bells
0x20B3, 4,000 Bells
0x20B4, 5,000 Bells
0x20B5, 6,000 Bells
0x20B6, 7,000 Bells
0x20B7, 8,000 Bells
0x20B8, 9,000 Bells
0x20B9, 10,000 Bells
0x20BA, 11,000 Bells
0x20BB, 12,000 Bells
0x20BC, 13,000 Bells
0x20BD, 14,000 Bells
0x20BE, 15,000 Bells
0x20BF, 16,000 Bells
0x20C0, 17,000 Bells
0x20C1, 18,000 Bells
0x20C2, 19,000 Bells
0x20C3, 20,000 Bells
0x20C4, 21,000 Bells
0x20C5, 22,000 Bells
0x20C6, 23,000 Bells
0x20C7, 24,000 Bells
0x20C8, 25,000 Bells
0x20C9, 26,000 Bells
0x20CA, 27,000 Bells
0x20CB, 28,000 Bells
0x20CC, 29,000 Bells
0x20CD, 30,000 Bells
0x20CE, 31,000 Bells
0x20CF, 32,000 Bells
0x20D0, 33,000 Bells
0x20D1, 34,000 Bells
0x20D2, 35,000 Bells
0x20D3, 36,000 Bells
0x20D4, 37,000 Bells
0x20D5, 38,000 Bells
0x20D6, 39,000 Bells
0x20D7, 40,000 Bells
0x20D8, 41,000 Bells
0x20D9, 42,000 Bells
0x20DA, 43,000 Bells
0x20DB, 44,000 Bells
0x20DC, 45,000 Bells
0x20DD, 46,000 Bells
0x20DE, 47,000 Bells
0x20DF, 48,000 Bells
0x20E0, 49,000 Bells
0x20E1, 50,000 Bells
0x20E2, 51,000 Bells
0x20E3, 52,000 Bells
0x20E4, 53,000 Bells
0x20E5, 54,000 Bells
0x20E6, 55,000 Bells
0x20E7, 56,000 Bells
0x20E8, 57,000 Bells
0x20E9, 58,000 Bells
0x20EA, 59,000 Bells
0x20EB, 60,000 Bells
0x20EC, 61,000 Bells
0x20ED, 62,000 Bells
0x20EE, 63,000 Bells
0x20EF, 64,000 Bells
0x20F0, 65,000 Bells
0x20F1, 66,000 Bells
0x20F2, 67,000 Bells
0x20F3, 68,000 Bells
0x20F4, 69,000 Bells
0x20F5, 70,000 Bells
0x20F6, 71,000 Bells
0x20F7, 72,000 Bells
0x20F8, 73,000 Bells
0x20F9, 74,000 Bells
0x20FA, 75,000 Bells
0x20FB, 76,000 Bells
0x20FC, 77,000 Bells
0x20FD, 78,000 Bells
0x20FE, 79,000 Bells
0x20FF, 80,000 Bells
0x2100, 81,000 Bells
0x2101, 82,000 Bells
0x2102, 83,000 Bells
0x2103, 84,000 Bells
0x2104, 85,000 Bells
0x2105, 86,000 Bells
0x2106, 87,000 Bells
0x2107, 88,000 Bells
0x2108, 89,000 Bells
0x2109, 90,000 Bells
0x210A, 91,000 Bells
0x210B, 92,000 Bells
0x210C, 93,000 Bells
0x210D, 94,000 Bells
0x210E, 95,000 Bells
0x210F, 96,000 Bells
0x2110, 97,000 Bells
0x2111, 98,000 Bells
0x2112, 99,000 Bells
0x227B, 10 Turnips
0x227C, 20 Turnips
0x227D, 30 Turnips
0x227E, 40 Turnips
0x227F, 50 Turnips
0x2280, 60 Turnips
0x2281, 70 Turnips
0x2282, 80 Turnips
0x2283, 90 Turnips
0x2284, 100 Turnips
0x2285, Spoiled Turnips
0x30AE, Fortune Cookie
0x30AF, Fortune #1
0x30B0, Fortune #2
0x30B1, Fortune #3
0x30B2, Fortune #4
0x30B3, Fortune #5
0x30B4, Fortune #6
0x30B5, Fortune #7
0x30B6, Fortune #8
0x30B7, Fortune #9
0x30B8, Fortune #10
0x30B9, Fortune #11
0x30BA, Fortune #12
0x30BB, Fortune #13
0x30BC, Fortune #14
0x30BD, Fortune #15
0x30BE, Fortune #16
0x30BF, Fortune #17
0x30C0, Fortune #18
0x30C1, Fortune #19
0x30C2, Fortune #20
0x30C3, Fortune #21
0x30C4, Fortune #22
0x30C5, Fortune #23
0x30C6, Fortune #24
0x30C7, Fortune #25
0x30C8, Fortune #26
0x30C9, Fortune #27
0x30CA, Fortune #28
0x30CB, Fortune #29
0x30CC, Fortune #30
0x30CD, Fortune #31
0x30CE, Fortune #32
0x30CF, Fortune #33
0x30D0, Fortune #34
0x30D1, Fortune #35
0x30D2, Fortune #36
0x30D3, Fortune #37
0x30D4, Fortune #38
0x30D5, Fortune #39
0x30D6, Fortune #40
0x30D7, Fortune #41
0x30D8, Fortune #42
0x30D9, Fortune #43
0x30DA, Fortune #44
0x30DB, Fortune #45
0x30DC, Fortune #46
0x30DD, Fortune #47
0x30DE, Fortune #48
0x30DF, Fortune #49
0x30E0, Fortune #50
// Weeds, Rocks, Gyroids
0x007C, Weed 1
0x007D, Weed 2
0x007E, Weed 3
0x007F, Weed 4
0x00CB, Dandelion Puff
0x00CC, Clovers (Weed)
0x00CD, Rafflesia
0x00F8, Rafflesia (Wilted)
0x0098, Rock 1
0x0099, Rock 2
0x009A, Rock 3
0x009B, Rock 4
0x009C, Rock 5
0x009E, Hole
0x28B2, Mega Clankoid
0x28B3, Clankoid
0x28B4, Mini Clankoid
0x28B5, Tall Clankoid
0x28B6, Squat Dingloid
0x28B7, Mega Dingloid
0x28B8, Dingloid
0x28B9, Mini Dingloid
0x28BA, Wee Dingloid
0x28BB, Tall Dingloid
0x28BC, Mega Percoloid
0x28BD, Tall Percoloid
0x28BE, Mega Oombloid
0x28BF, Oombloid
0x28C0, Mini Oombloid
0x28C1, Tall Oombloid
0x28C2, Rhythmoid
0x28C3, Mini Rhythmoid
0x28C4, Mega Puffoid
0x28C5, Mini Puffoid
0x28C6, Tall Puffoid
0x28C7, Mega Lullaboid
0x28C8, Lullaboid
0x28C9, Mini Lullaboid
0x28CA, Tall Lullaboid
0x28CB, Mega Sproid
0x28CC, Sproid
0x28CD, Mini Sproid
0x28CE, Tall Sproid
0x28CF, Mega Bowtoid
0x28D0, Bowtoid
0x28D1, Mini Bowtoid
0x28D2, Tall Bowtoid
0x28D3, Mega Tootoid
0x28D4, Tootoid
0x28D5, Mini Tootoid
0x28D6, Mega Plinkoid
0x28D7, Plinkoid
0x28D8, Mini Plinkoid
0x28D9, Mega Dekkoid
0x28DA, Dekkoid
0x28DB, Mini Dekkoid
0x28DC, Mega Buzzoid
0x28DD, Buzzoid
0x28DE, Mini Buzzoid
0x28DF, Tall Buzzoid
0x28E0, Mega Drilloid
0x28E1, Drilloid
0x28E2, Mini Drilloid
0x28E3, Mega Echoid
0x28E4, Mini Echoid
0x28E5, Tall Echoid
0x28E6, Mega Lamentoid
0x28E7, Lamentoid
0x28E8, Mini Lamentoid
0x28E9, Tall Lamentoid
0x28EA, Mega Strumboid
0x28EB, Strumboid
0x28EC, Mini Strumboid
0x28ED, Tall Strumboid
0x28EE, Mega Croakoid
0x28EF, Croakoid
0x28F0, Mini Croakoid
0x28F1, Tall Croakoid
0x28F2, Mega Fizzoid
0x28F3, Mini Fizzoid
0x28F4, Mega Squelchoid
0x28F5, Squelchoid
0x28F6, Mini Squelchoid
0x28F7, Mega Howloid
0x28F8, Howloid
0x28F9, Mini Howloid
0x28FA, Mega Nebuloid
0x28FB, Squat Nebuloid
0x28FC, Nebuloid
0x28FD, Mini Nebuloid
0x28FE, Tall Nebuloid
0x28FF, Slim Nebuloid
0x2900, Mega Gongoid
0x2901, Gongoid
0x2902, Mini Gongoid
0x2903, Tall Gongoid
0x2904, Mega Poltergoid
0x2905, Poltergoid
0x2906, Mini Poltergoid
0x2907, Tall Poltergoid
0x2908, Metatoid
0x2909, Mini Metatoid
0x290A, Mega Bovoid
0x290B, Tall Bovoid
0x290C, Mega Oboid
0x290D, Oboid
0x290E, Tall Oboid
0x290F, Mega Dinkoid
0x2910, Mini Dinkoid
0x2911, Mega Harmonoid
0x2912, Harmonoid
0x2913, Mini Harmonoid
0x2914, Tall Harmonoid
0x2915, Tall Droploid
0x2916, Mega Sputnoid
0x2917, Sputnoid
0x2918, Mini Sputnoid
0x2919, Tall Sputnoid
0x291A, Mega Alloid
0x291B, Mini Alloid
0x291C, Tall Alloid
0x291D, Mega Timpanoid
0x291E, Timpanoid
0x291F, Mini Timpanoid
0x2920, Tall Timpanoid
0x2921, Gargloid
0x2922, Mini Gargloid
0x2923, Tall Gargloid
0x2924, Warbloid
0x2925, Mini Warbloid
0x2926, Tall Warbloid
0x2927, Mega Freakoid
0x2928, Mini Freakoid
0x2929, Mega Quazoid
0x292A, Quazoid
0x292B, Mini Quazoid
0x292C, Tall Quazoid
0x292D, Slim Quazoid
0x292E, Mega Rustoid
0x292F, Rustoid
0x2930, Mini Rustoid
0x2931, Mega Brewstoid
0x2932, Mini Brewstoid
0x2933, Tall Brewstoid
0x2934, Brewstoid
// Uncategorized
0x202A, Fossil
0x202B, Fertilizer
0x202C, Sapling
0x202D, Cedar Sapling
0x202E, Holly Start
0x202F, Pink-azalea Start
0x2030, White-azalea Start
0x2031, Blue-hydrangea Start
0x2032, Pink-hydrangea Start
0x2033, Red-hibiscus Start
0x2034, Y.-hibiscus Start
0x2035, Sweet-olive Start
0x2036, Present
0x2038, Red-tulip Bag
0x2039, White-tulip Bag
0x203A, Yellow-tulip Bag
0x203B, Pink-tulip Bag
0x203C, Purple-tulip Bag
0x203D, Black-tulip Bag
0x203E, Orange-tulip Bag
0x203F, White-pansy Bag
0x2040, Yellow-pansy Bag
0x2041, Red-pansy Bag
0x2042, Purple-pansy Bag
0x2043, Orange-pansy Bag
0x2044, Blue-pansy Bag
0x2045, White-cosmos Bag
0x2046, Red-cosmos Bag
0x2047, Sun-cosmos Bag
0x2048, Pink-cosmos Bag
0x2049, Orange-cosmos Bag
0x204A, Black-cosmos Bag
0x204B, Red-rose Bag
0x204C, White-rose Bag
0x204D, Yellow-rose Bag
0x204E, Pink-rose Bag
0x204F, Orange-rose Bag
0x2050, Purple-rose Bag
0x2051, Black-rose Bag
0x2052, Blue-rose Bag
0x2053, Gold-rose Bag
0x2054, Red-carnation Bag
0x2055, Pink-carnation Bag
0x2056, White-carnation Bag
0x2057, White-lily Bag
0x2058, Yellow-lily Bag
0x2059, Red-lily Bag
0x205A, Orange-lily Bag
0x205B, Pink-lily Bag
0x205C, Black-lily Bag
0x205D, Purple-violet Bag
0x205E, Blue-violet Bag
0x205F, White-violet Bag
0x2060, Yellow-violet Bag
0x2084, Wrapping Paper
0x2085, Medicine
0x2086, Chocolate Heart
0x2087, Pearl-oyster Shell
0x2088, Conch Shell
0x2089, Giant-clam Shell
0x208A, Coral
0x208B, Venus-comb Shell
0x208C, Scallop Shell
0x208D, Sea-snail Shell
0x208E, Cowrie Shell
0x208F, Sand Dollar
0x2090, Oyster Shell
0x2091, Candy
0x2092, Lollipop
0x2093, Elegant Mushroom
0x2094, Round Mushroom
0x2095, Skinny Mushroom
0x2096, Flat Mushroom
0x2097, Rare Mushroom
0x2098, Famous Mushroom
0x2099, Beehive
0x209A, Pitfall Seed
0x209B, Tricky Pitfall Seed
0x209C, Gold Nugget
0x209D, Silver Nugget
0x209E, Ruby
0x209F, Sapphire
0x20A0, Emerald
0x20A1, Amethyst
0x20A2, Butter
0x20A3, Milk
0x20A4, Vinegar
0x20A5, Flour
0x20A6, Sugar
0x2113, Earth Egg
0x2114, Tree Egg
0x2115, Stone Egg
0x2116, Sky Egg
0x2117, Winning Ticket
0x2118, Grand-prize Ticket
0x2119, Forest Wall (mushroomized)
0x211A, Forest Floor (mushroomized)
0x211B, Mush Bed (mushroomized)
0x211C, Mush Dresser (mushroomized)
0x211D, Mush Closet (mushroomized)
0x211E, Mush Chair (mushroomized)
0x211F, Mush Stool (mushroomized)
0x2120, Mush Table (mushroomized)
0x2121, Mush End Table (mushroomized)
0x2122, Mush Lamp (mushroomized)
0x2123, Mush Wall Lamp (mushroomized)
0x2124, Mush TV (mushroomized)
0x2125, Mush Hanger (mushroomized)
0x2E2C, Mannequin 1
0x2E2D, Mannequin 2
0x2E2E, Mannequin 3
0x2E2F, Mannequin 4
0x307B, Coffee
0x307C, Sparkling Cider
0x307D, Beans
0x307E, Good-luck Roll
0x307F, Vanilla Soft-serve
0x3080, Choco Soft-serve
0x3081, Matcha Soft-serve
0x3082, Swirl Soft-serve
0x3083, Vanilla Ice Cream
0x3084, Strawberry Ice Cream
0x3085, Lemon Double Scoop
0x3086, Mint Double Scoop
0x3087, Blue Glow Wand
0x3088, Green Glow Wand
0x3089, Pink Glow Wand
0x308A, Yellow Glow Wand
0x308B, Tweeter
0x308C, Fountain Firework
0x308D, Used Firework
0x308E, Santa Bag
0x308F, Mystery Bag
0x3090, Normal Coffee Beans
0x3091, Good Coffee Beans
0x3092, Superb Coffee Beans
0x3093, Chocolate Coin
0x30A2, Signature Sheet
0x30A3, Petition Form
0x30A4, Paper Scrap
0x30A5, Lost Item (1)
0x30A6, Lost Item (2)
0x30A7, Lost Item (3)
0x30A8, Lost Item (4)
0x30A9, Book
0x30AA, Pouch
0x30AB, Mitten
0x30AC, Paper Bag
0x30AD, Towel
0x30E1, Redd's Cookie
0x30E2, Dud Ticket
0x30E3, Flash Ticket
0x30E4, Bang Ticket
0x30E5, Sparkle Ticket
0x30E6, Whiz Ticket
0x30E7, Pow Ticket
0x30E8, Crackle Ticket
0x30E9, Kaboom Ticket
0x30EA, Pop Ticket
0x30F9, Bingo Card
0x30FA, Expired Bingo Card
0x30FB, Time Capsule
0x30FC, Scavenger-hunt List
// Songs
0x2126, K.K. Chorale
0x2127, K.K. March
0x2128, K.K. Waltz
0x2129, K.K. Swing
0x212A, K.K. Jazz
0x212B, K.K. Fusion
0x212C, K.K. Étude
0x212D, K.K. Lullaby
0x212E, K.K. Aria
0x212F, K.K. Samba
0x2130, K.K. Bossa
0x2131, K.K. Calypso
0x2132, K.K. Salsa
0x2133, K.K. Mambo
0x2134, K.K. Reggae
0x2135, K.K. Ska
0x2136, K.K. Tango
0x2137, K.K. Faire
0x2138, Aloha K.K.
0x2139, Lucky K.K.
0x213A, K.K. Condor
0x213B, K.K. Steppe
0x213C, Imperial K.K.
0x213D, K.K. Casbah
0x213E, K.K. Safari
0x213F, K.K. Folk
0x2140, K.K. Rock
0x2141, Rockin' K.K.
0x2142, K.K. Ragtime
0x2143, K.K. Gumbo
0x2144, The K. Funk
0x2145, K.K. Blues
0x2146, Soulful K.K.
0x2147, K.K. Soul
0x2148, K.K. Cruisin'
0x2149, K.K. Love Song
0x214A, K.K. D&B
0x214B, K.K. Technopop
0x214C, DJ K.K.
0x214D, Only Me
0x214E, K.K. Country
0x214F, Surfin' K.K.
0x2150, K.K. Ballad
0x2151, Comrade K.K.
0x2152, K.K. Lament
0x2153, Go K.K. Rider
0x2154, K.K. Dirge
0x2155, K.K. Western
0x2156, Mr. K.K.
0x2157, Café K.K.
0x2158, K.K. Parade
0x2159, Señor K.K.
0x215A, K.K. Song
0x215B, I Love You
0x215C, Two Days Ago
0x215D, My Place
0x215E, Forest Life
0x215F, To The Edge
0x2160, Pondering
0x2161, K.K. Dixie
0x2162, K.K. Marathon
0x2163, King K.K.
0x2164, Mountain Song
0x2165, Marine Song 2001
0x2166, Neapolitan
0x2167, Steep Hill
0x2168, K.K. Rockabilly
0x2169, Agent K.K.
0x216A, K.K. Rally
0x216B, K.K. Metal
0x216C, Stale Cupcakes
0x216D, Spring Blossoms
0x216E, Wandering
0x216F, K.K. House
0x2170, K.K. Sonata
0x2171, Hypno K.K.
0x2172, K.K. Stroll
0x2173, K.K. Island
0x2174, Space K.K.
0x2175, K.K. Adventure
0x2176, K.K. Oasis
0x2177, K.K. Bazaar
0x2178, K.K. Milonga
0x2179, K.K. Groove
0x217A, K.K. Jongara
0x217B, K.K. Flamenco
0x217C, K.K. Moody
0x217D, Bubblegum K.K.
0x217E, K.K. Synth
0x217F, K.K. Disco
0x2180, K.K. Birthday
0x2184, K.K. Chorale (1)
0x2185, K.K. March (1)
0x2186, K.K. Waltz (1)
0x2187, K.K. Swing (1)
0x2188, K.K. Jazz (1)
0x2189, K.K. Fusion (1)
0x218A, K.K. Étude (1)
0x218B, K.K. Lullaby (1)
0x218C, K.K. Aria (1)
0x218D, K.K. Samba (1)
0x218E, K.K. Bossa (1)
0x218F, K.K. Calypso (1)
0x2190, K.K. Salsa (1)
0x2191, K.K. Mambo (1)
0x2192, K.K. Reggae (1)
0x2193, K.K. Ska (1)
0x2194, K.K. Tango (1)
0x2195, K.K. Faire (1)
0x2196, Aloha K.K. (1)
0x2197, Lucky K.K. (1)
0x2198, K.K. Condor (1)
0x2199, K.K. Steppe (1)
0x219A, Imperial K.K. (1)
0x219B, K.K. Casbah (1)
0x219C, K.K. Safari (1)
0x219D, K.K. Folk (1)
0x219E, K.K. Rock (1)
0x219F, Rockin' K.K. (1)
0x21A0, K.K. Ragtime (1)
0x21A1, K.K. Gumbo (1)
0x21A2, The K. Funk (1)
0x21A3, K.K. Blues (1)
0x21A4, Soulful K.K. (1)
0x21A5, K.K. Soul (1)
0x21A6, K.K. Cruisin' (1)
0x21A7, K.K. Love Song (1)
0x21A8, K.K. D&B (1)
0x21A9, K.K. Technopop (1)
0x21AA, DJ K.K. (1)
0x21AB, Only Me (1)
0x21AC, K.K. Country (1)
0x21AD, Surfin' K.K. (1)
0x21AE, K.K. Ballad (1)
0x21AF, Comrade K.K. (1)
0x21B0, K.K. Lament (1)
0x21B1, Go K.K. Rider (1)
0x21B2, K.K. Dirge (1)
0x21B3, K.K. Western (1)
0x21B4, Mr. K.K. (1)
0x21B5, Café K.K. (1)
0x21B6, K.K. Parade (1)
0x21B7, Señor K.K. (1)
0x21B8, K.K. Song (1)
0x21B9, I Love You (1)
0x21BA, Two Days Ago (1)
0x21BB, My Place (1)
0x21BC, Forest Life (1)
0x21BD, To The Edge (1)
0x21BE, Pondering (1)
0x21BF, K.K. Dixie (1)
0x21C0, K.K. Marathon (1)
0x21C1, King K.K. (1)
0x21C2, Mountain Song (1)
0x21C3, Marine Song 2001 (1)
0x21C4, Neapolitan (1)
0x21C5, Steep Hill (1)
0x21C6, K.K. Rockabilly (1)
0x21C7, Agent K.K. (1)
0x21C8, K.K. Rally (1)
0x21C9, K.K. Metal (1)
0x21CA, Stale Cupcakes (1)
0x21CB, Spring Blossoms (1)
0x21CC, Wandering (1)
0x21CD, K.K. House (1)
0x21CE, K.K. Sonata (1)
0x21CF, Hypno K.K. (1)
0x21D0, K.K. Stroll (1)
0x21D1, K.K. Island (1)
0x21D2, Space K.K. (1)
0x21D3, K.K. Adventure (1)
0x21D4, K.K. Oasis (1)
0x21D5, K.K. Bazaar (1)
0x21D6, K.K. Milonga (1)
0x21D7, K.K. Groove (1)
0x21D8, K.K. Jongara (1)
0x21D9, K.K. Flamenco (1)
0x21DA, K.K. Moody (1)
0x21DB, Bubblegum K.K. (1)
0x21DC, K.K. Synth (1)
0x21DD, K.K. Disco (1)
0x21DE, K.K. Birthday (1)
0x21DF, K.K. Chorale (2)
0x21E0, K.K. March (2)
0x21E1, K.K. Waltz (2)
0x21E2, K.K. Swing (2)
